SampleID,sequencing_well,batch,project,field,sample_name,gps_latitude,gps_longitude,collection_day,collection_month,collection_year,year_start,date,days,crop_rotation_primary_y0,crop_rotation_companion_y0,crop_rotation_primary_y1,crop_rotation_companion_y1,crop_rotation_primary_y2,crop_rotation_companion_y2,crop_rotation_primary_y3,crop_rotation_companion_y3,crop_rotation_primary_y4,crop_rotation_companion_y4,crop_rotation_primary_y5,crop_rotation_companion_y5,wheat_cultivar,take_all_seen,take_all_evidence,take_all_time,fertiliser_use,fertiliser_use_nitrogen,fertiliser_use_phosphous,fertiliser_use_potassium,fertiliser_use_micronutrients,fertiliser_use_other,fertiliser_application_rate_monthly,fertiliser_application_rate_every_six_months,fertiliser_application_rate_yearly,fertiliser_application_rate_every_two_years,fertiliser_application_rate_every_other,manure_use,manure_application_rate_monthly,manure_application_rate_every_six_months,manure_application_rate_yearly,manure_application_rate_every_two_years,manure_application_rate_other,pesticides__insecticides_use,fungicides_use,herbicides_use,tillage,tillage_method,soil_texture,soil_ph,available_p,available_k,available_mg,available_ca,available_na,extractable_cu,extractable_zn,extractable_fe,extractable_so4,extractable_mo,extractable_mn,extractable_cu,extractable_co
1_demultiplex.bc1015--bc1062.hifi_reads,E10,1,sample,2JJ.01,2JJ.01.14,53.606472,-1.497083,8,8,2024,01/01/2024,08/08/2024,220,winter_wheat,,OSR,,wheat,,wheat,,OSR,,,,,No,N/A,not_seen,not_reported,Yes,No,No,Yes,No,No,No,250 kg/ha,,"Nitogen 3 times in the Spring (March, April, May)",,,,,,,Yes,Yes,Yes,No,No tillagae,,,,,,,,,,,,,,,
1_demultiplex.bc1015--bc1065.hifi_reads,E11,1,sample,2AY.01,2AY.01.01,53.17379,-0.37644,7,8,2024,01/01/2024,07/08/2024,219,group_1,,oats,vetch,2nd_wheat,,group_1,,OSR,,,,Crusoe; skyscraper; crusoe,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
1_demultiplex.bc1015--bc1075.hifi_reads,E12,1,gt_control,S2,S2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_demultiplex.bc1020--bc1033.hifi_reads,F1,1,sample,4QG.01,4QG.01.06,51.261,-0.352722,28,8,2024,01/01/2024,28/08/2024,240,unknown,,unknown,,unknown,,unknown,,unknown,,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,,,,unknown,,unknown,unknown,unknown,unknown,unknown,,,,,,,,,,,,,,,
1_demultiplex.bc1020--bc1035.hifi_reads,F2,1,sample,4QG.01,4QG.01.14,51.261,-0.352722,28,8,2024,01/01/2024,28/08/2024,240,unknown,,unknown,,unknown,,unknown,,unknown,,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,,,,unknown,,unknown,unknown,unknown,unknown,unknown,,,,,,,,,,,,,,,
1_demultiplex.bc1020--bc1044.hifi_reads,F3,1,sample,8JF.01,8JF.01.01,53.829639,-0.534361,5,8,2024,01/01/2024,05/08/2024,217,winter_wheat,,oilseed_rape,,winter_wheat,,winter_wheat,,oilseed_rape,,,,Common wheat/bread wheat,Yes,"Black lesions on roots,Reduced yields",Five years or more,Yes,Yes,Yes,Yes,Yes,Magnesium,No,No,No,,Variable,No,,,,,,Yes,Yes,Yes,Yes,Reduced tillage,,,,,,,,,,,,,,,
1_demultiplex.bc1020--bc1045.hifi_reads,F4,1,sample,8JF.01,8JF.01.09,53.829639,-0.534361,5,8,2024,01/01/2024,05/08/2024,217,winter_wheat,,oilseed_rape,,winter_wheat,,winter_wheat,,oilseed_rape,,,,Common wheat/bread wheat,Yes,"Black lesions on roots,Reduced yields",Five years or more,Yes,Yes,Yes,Yes,Yes,Magnesium,No,No,No,,Variable,No,,,,,,Yes,Yes,Yes,Yes,Reduced tillage,,,,,,,,,,,,,,,
1_demultiplex.bc1020--bc1054.hifi_reads,F5,1,sample,8JF.01,8JF.01.17,53.829639,-0.534361,5,8,2024,01/01/2024,05/08/2024,217,winter_wheat,,oilseed_rape,,winter_wheat,,winter_wheat,,oilseed_rape,,,,Common wheat/bread wheat,Yes,"Black lesions on roots,Reduced yields",Five years or more,Yes,Yes,Yes,Yes,Yes,Magnesium,No,No,No,,Variable,No,,,,,,Yes,Yes,Yes,Yes,Reduced tillage,,,,,,,,,,,,,,,
1_demultiplex.bc1020--bc1056.hifi_reads,F6,1,sample,5RJ.01,5RJ.01.04,53.217778,-0.16375,6,8,2024,01/01/2024,06/08/2024,218,group_1,,combining_peas,,group_2,,maize_forage,,spring_malting_barley,,,,Crusoe; extase,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
1_demultiplex.bc1020--bc1057.hifi_reads,F7,1,sample,5RJ.01,5RJ.01.12,53.217778,-0.16375,6,8,2024,01/01/2024,06/08/2024,218,group_1,,combining_peas,,group_2,,maize_forage,,spring_malting_barley,,,,Crusoe; extase,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
1_demultiplex.bc1020--bc1059.hifi_reads,F8,1,sample,5RJ.01,5RJ.01.20,53.217778,-0.16375,6,8,2024,01/01/2024,06/08/2024,218,group_1,,combining_peas,,group_2,,maize_forage,,spring_malting_barley,,,,Crusoe; extase,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
1_demultiplex.bc1020--bc1060.hifi_reads,F9,1,sample,2JJ.01,2JJ.01.07,53.606472,-1.497083,8,8,2024,01/01/2024,08/08/2024,220,winter_wheat,,OSR,,wheat,,wheat,,OSR,,,,,No,N/A,not_seen,not_reported,Yes,No,No,Yes,No,No,No,250 kg/ha,,"Nitogen 3 times in the Spring (March, April, May)",,,,,,,Yes,Yes,Yes,No,No tillagae,,,,,,,,,,,,,,,
1_demultiplex.bc1020--bc1062.hifi_reads,F10,1,sample,2JJ.01,2JJ.01.15,53.606472,-1.497083,8,8,2024,01/01/2024,08/08/2024,220,winter_wheat,,OSR,,wheat,,wheat,,OSR,,,,,No,N/A,not_seen,not_reported,Yes,No,No,Yes,No,No,No,250 kg/ha,,"Nitogen 3 times in the Spring (March, April, May)",,,,,,,Yes,Yes,Yes,No,No tillagae,,,,,,,,,,,,,,,
1_demultiplex.bc1020--bc1065.hifi_reads,F11,1,sample,2AY.01,2AY.01.02,53.17379,-0.37644,7,8,2024,01/01/2024,07/08/2024,219,group_1,,oats,vetch,2nd_wheat,,group_1,,OSR,,,,Crusoe; skyscraper; crusoe,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
1_demultiplex.bc1020--bc1075.hifi_reads,F12,1,gt_control,S3,S3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_demultiplex.bc1022--bc1033.hifi_reads,G1,1,sample,4QG.01,4QG.01.07,51.261,-0.352722,28,8,2024,01/01/2024,28/08/2024,240,unknown,,unknown,,unknown,,unknown,,unknown,,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,,,,unknown,,unknown,unknown,unknown,unknown,unknown,,,,,,,,,,,,,,,
1_demultiplex.bc1022--bc1035.hifi_reads,G2,1,sample,4QG.01,4QG.01.15,51.261,-0.352722,28,8,2024,01/01/2024,28/08/2024,240,unknown,,unknown,,unknown,,unknown,,unknown,,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,,,,unknown,,unknown,unknown,unknown,unknown,unknown,,,,,,,,,,,,,,,
1_demultiplex.bc1022--bc1044.hifi_reads,G3,1,sample,8JF.01,8JF.01.02,53.829639,-0.534361,5,8,2024,01/01/2024,05/08/2024,217,winter_wheat,,oilseed_rape,,winter_wheat,,winter_wheat,,oilseed_rape,,,,Common wheat/bread wheat,Yes,"Black lesions on roots,Reduced yields",Five years or more,Yes,Yes,Yes,Yes,Yes,Magnesium,No,No,No,,Variable,No,,,,,,Yes,Yes,Yes,Yes,Reduced tillage,,,,,,,,,,,,,,,
1_demultiplex.bc1022--bc1045.hifi_reads,G4,1,sample,8JF.01,8JF.01.10,53.829639,-0.534361,5,8,2024,01/01/2024,05/08/2024,217,winter_wheat,,oilseed_rape,,winter_wheat,,winter_wheat,,oilseed_rape,,,,Common wheat/bread wheat,Yes,"Black lesions on roots,Reduced yields",Five years or more,Yes,Yes,Yes,Yes,Yes,Magnesium,No,No,No,,Variable,No,,,,,,Yes,Yes,Yes,Yes,Reduced tillage,,,,,,,,,,,,,,,
1_demultiplex.bc1022--bc1054.hifi_reads,G5,1,sample,8JF.01,8JF.01.18,53.829639,-0.534361,5,8,2024,01/01/2024,05/08/2024,217,winter_wheat,,oilseed_rape,,winter_wheat,,winter_wheat,,oilseed_rape,,,,Common wheat/bread wheat,Yes,"Black lesions on roots,Reduced yields",Five years or more,Yes,Yes,Yes,Yes,Yes,Magnesium,No,No,No,,Variable,No,,,,,,Yes,Yes,Yes,Yes,Reduced tillage,,,,,,,,,,,,,,,
1_demultiplex.bc1022--bc1056.hifi_reads,G6,1,sample,5RJ.01,5RJ.01.05,53.217778,-0.16375,6,8,2024,01/01/2024,06/08/2024,218,group_1,,combining_peas,,group_2,,maize_forage,,spring_malting_barley,,,,Crusoe; extase,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
1_demultiplex.bc1022--bc1057.hifi_reads,G7,1,sample,5RJ.01,5RJ.01.13,53.217778,-0.16375,6,8,2024,01/01/2024,06/08/2024,218,group_1,,combining_peas,,group_2,,maize_forage,,spring_malting_barley,,,,Crusoe; extase,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
1_demultiplex.bc1022--bc1059.hifi_reads,G8,1,farmer_kit,FK219,FK219,53.217778,-0.16375,6,8,2024,01/01/2024,06/08/2024,218,group_1,,combining_peas,,group_2,,maize_forage,,spring_malting_barley,,,,Crusoe; extase,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
1_demultiplex.bc1022--bc1060.hifi_reads,G9,1,sample,2JJ.01,2JJ.01.08,53.606472,-1.497083,8,8,2024,01/01/2024,08/08/2024,220,winter_wheat,,OSR,,wheat,,wheat,,OSR,,,,,No,N/A,not_seen,not_reported,Yes,No,No,Yes,No,No,No,250 kg/ha,,"Nitogen 3 times in the Spring (March, April, May)",,,,,,,Yes,Yes,Yes,No,No tillagae,,,,,,,,,,,,,,,
1_demultiplex.bc1022--bc1062.hifi_reads,G10,1,sample,2JJ.01,2JJ.01.16,53.606472,-1.497083,8,8,2024,01/01/2024,08/08/2024,220,winter_wheat,,OSR,,wheat,,wheat,,OSR,,,,,No,N/A,not_seen,not_reported,Yes,No,No,Yes,No,No,No,250 kg/ha,,"Nitogen 3 times in the Spring (March, April, May)",,,,,,,Yes,Yes,Yes,No,No tillagae,,,,,,,,,,,,,,,
1_demultiplex.bc1022--bc1065.hifi_reads,G11,1,sample,2AY.01,2AY.01.03,53.17379,-0.37644,7,8,2024,01/01/2024,07/08/2024,219,group_1,,oats,vetch,2nd_wheat,,group_1,,OSR,,,,Crusoe; skyscraper; crusoe,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
1_demultiplex.bc1022--bc1075.hifi_reads,G12,1,internal_control,EMPTY,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_demultiplex.bc1024--bc1033.hifi_reads,H1,1,sample,4QG.01,4QG.01.08,51.261,-0.352722,28,8,2024,01/01/2024,28/08/2024,240,unknown,,unknown,,unknown,,unknown,,unknown,,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,,,,unknown,,unknown,unknown,unknown,unknown,unknown,,,,,,,,,,,,,,,
1_demultiplex.bc1024--bc1035.hifi_reads,H2,1,sample,4QG.01,4QG.01.16,51.261,-0.352722,28,8,2024,01/01/2024,28/08/2024,240,unknown,,unknown,,unknown,,unknown,,unknown,,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,,,,unknown,,unknown,unknown,unknown,unknown,unknown,,,,,,,,,,,,,,,
1_demultiplex.bc1024--bc1044.hifi_reads,H3,1,sample,8JF.01,8JF.01.03,53.829639,-0.534361,5,8,2024,01/01/2024,05/08/2024,217,winter_wheat,,oilseed_rape,,winter_wheat,,winter_wheat,,oilseed_rape,,,,Common wheat/bread wheat,Yes,"Black lesions on roots,Reduced yields",Five years or more,Yes,Yes,Yes,Yes,Yes,Magnesium,No,No,No,,Variable,No,,,,,,Yes,Yes,Yes,Yes,Reduced tillage,,,,,,,,,,,,,,,
1_demultiplex.bc1024--bc1045.hifi_reads,H4,1,sample,8JF.01,8JF.01.11,53.829639,-0.534361,5,8,2024,01/01/2024,05/08/2024,217,winter_wheat,,oilseed_rape,,winter_wheat,,winter_wheat,,oilseed_rape,,,,Common wheat/bread wheat,Yes,"Black lesions on roots,Reduced yields",Five years or more,Yes,Yes,Yes,Yes,Yes,Magnesium,No,No,No,,Variable,No,,,,,,Yes,Yes,Yes,Yes,Reduced tillage,,,,,,,,,,,,,,,
1_demultiplex.bc1024--bc1054.hifi_reads,H5,1,sample,8JF.01,8JF.01.19,53.829639,-0.534361,5,8,2024,01/01/2024,05/08/2024,217,winter_wheat,,oilseed_rape,,winter_wheat,,winter_wheat,,oilseed_rape,,,,Common wheat/bread wheat,Yes,"Black lesions on roots,Reduced yields",Five years or more,Yes,Yes,Yes,Yes,Yes,Magnesium,No,No,No,,Variable,No,,,,,,Yes,Yes,Yes,Yes,Reduced tillage,,,,,,,,,,,,,,,
1_demultiplex.bc1024--bc1056.hifi_reads,H6,1,sample,5RJ.01,5RJ.01.06,53.217778,-0.16375,6,8,2024,01/01/2024,06/08/2024,218,group_1,,combining_peas,,group_2,,maize_forage,,spring_malting_barley,,,,Crusoe; extase,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
1_demultiplex.bc1024--bc1057.hifi_reads,H7,1,sample,5RJ.01,5RJ.01.14,53.217778,-0.16375,6,8,2024,01/01/2024,06/08/2024,218,group_1,,combining_peas,,group_2,,maize_forage,,spring_malting_barley,,,,Crusoe; extase,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
1_demultiplex.bc1024--bc1059.hifi_reads,H8,1,sample,2JJ.01,2JJ.01.01,53.606472,-1.497083,8,8,2024,01/01/2024,08/08/2024,220,winter_wheat,,OSR,,wheat,,wheat,,OSR,,,,,No,N/A,not_seen,not_reported,Yes,No,No,Yes,No,No,No,250 kg/ha,,"Nitogen 3 times in the Spring (March, April, May)",,,,,,,Yes,Yes,Yes,No,No tillagae,,,,,,,,,,,,,,,
1_demultiplex.bc1024--bc1060.hifi_reads,H9,1,sample,2JJ.01,2JJ.01.09,53.606472,-1.497083,8,8,2024,01/01/2024,08/08/2024,220,winter_wheat,,OSR,,wheat,,wheat,,OSR,,,,,No,N/A,not_seen,not_reported,Yes,No,No,Yes,No,No,No,250 kg/ha,,"Nitogen 3 times in the Spring (March, April, May)",,,,,,,Yes,Yes,Yes,No,No tillagae,,,,,,,,,,,,,,,
1_demultiplex.bc1024--bc1062.hifi_reads,H10,1,sample,2JJ.01,2JJ.01.17,53.606472,-1.497083,8,8,2024,01/01/2024,08/08/2024,220,winter_wheat,,OSR,,wheat,,wheat,,OSR,,,,,No,N/A,not_seen,not_reported,Yes,No,No,Yes,No,No,No,250 kg/ha,,"Nitogen 3 times in the Spring (March, April, May)",,,,,,,Yes,Yes,Yes,No,No tillagae,,,,,,,,,,,,,,,
1_demultiplex.bc1024--bc1065.hifi_reads,H11,1,sample,2AY.01,2AY.01.04,53.17379,-0.37644,7,8,2024,01/01/2024,07/08/2024,219,group_1,,oats,vetch,2nd_wheat,,group_1,,OSR,,,,Crusoe; skyscraper; crusoe,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
1_demultiplex.bc1024--bc1075.hifi_reads,H12,1,internal_control,EMPTY,EMPTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_demultiplex.bc1005--bc1076.hifi_reads,A1,1,sample,2AY.01,2AY.01.11,53.17379,-0.37644,7,8,2024,01/01/2024,07/08/2024,219,group_1,,oats,vetch,2nd_wheat,,group_1,,OSR,,,,Crusoe; skyscraper; crusoe,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
1_demultiplex.bc1005--bc1082.hifi_reads,A2,1,sample,2AY.01,2AY.01.19,53.17379,-0.37644,7,8,2024,01/01/2024,07/08/2024,219,group_1,,oats,vetch,2nd_wheat,,group_1,,OSR,,,,Crusoe; skyscraper; crusoe,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
1_demultiplex.bc1005--bc1083.hifi_reads,A3,1,sample,4QG.03,4QG.03.04,51.264389,-0.35525,28,8,2024,01/01/2024,28/08/2024,240,unknown,,unknown,,unknown,,unknown,,unknown,,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,,,,unknown,,unknown,unknown,unknown,unknown,unknown,,,,,,,,,,,,,,,
1_demultiplex.bc1005--bc1089.hifi_reads,A4,1,sample,4QG.03,4QG.03.12,51.264389,-0.35525,28,8,2024,01/01/2024,28/08/2024,240,unknown,,unknown,,unknown,,unknown,,unknown,,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,,,,unknown,,unknown,unknown,unknown,unknown,unknown,,,,,,,,,,,,,,,
1_demultiplex.bc1005--bc1096.hifi_reads,A5,1,sample,4QG.03,4QG.03.20,51.264389,-0.35525,28,8,2024,01/01/2024,28/08/2024,240,unknown,,unknown,,unknown,,unknown,,unknown,,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,,,,unknown,,unknown,unknown,unknown,unknown,unknown,,,,,,,,,,,,,,,
1_demultiplex.bc1005--bc1098.hifi_reads,A6,1,sample,4QG.02,4QG.02.07,51.260778,-0.35475,28,8,2024,01/01/2024,28/08/2024,240,unknown,,unknown,,unknown,,unknown,,unknown,,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,,,,unknown,,unknown,unknown,unknown,unknown,unknown,,,,,,,,,,,,,,,
1_demultiplex.bc1005--bc1100.hifi_reads,A7,1,sample,4QG.02,4QG.02.15,51.260778,-0.35475,28,8,2024,01/01/2024,28/08/2024,240,unknown,,unknown,,unknown,,unknown,,unknown,,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,,,,unknown,,unknown,unknown,unknown,unknown,unknown,,,,,,,,,,,,,,,
1_demultiplex.bc1005--bc1101.hifi_reads,A8,1,farmer_kit,FK 46,FK 46,52.857397,0.535569,19,8,2024,01/01/2024,19/08/2024,231,winter_wheat,,spring_barley,,sugar_beet,,winter_wheat,,spring_barley,,,,Common wheat/bread wheat,No,N/A,not_seen,Yes,Yes,Yes,Yes,No,No,No,No,Yes,,,Yes,,,,,every 4 years,Yes,Yes,Yes,Yes,Reduced tillage,,,,,,,,,,,,,,,
1_demultiplex.bc1005--bc1105.hifi_reads,A9,1,sample,9HF.01,9HF.01.08,51.546639,-1.275528,26,9,2024,01/01/2024,26/09/2024,269,group_2_2nd ,,seed_wheat,,OSR,,group_3 ,,Poppy,,,,,No,N/A,not_seen,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,Per crop requirements,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Primary tilling,,,,,,,,,,,,,,,
1_demultiplex.bc1005--bc1107.hifi_reads,A10,1,sample,9HF.01,9HF.01.16,51.546639,-1.275528,26,9,2024,01/01/2024,26/09/2024,269,group_2_2nd ,,seed_wheat,,OSR,,group_3 ,,Poppy,,,,,No,N/A,not_seen,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,Per crop requirements,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Primary tilling,,,,,,,,,,,,,,,
1_demultiplex.bc1005--bc1110.hifi_reads,A11,1,sample,4LQ.02,4LQ.02.03,51.22593,1.22016,20,8,2024,01/01/2024,20/08/2024,232,winter_wheat,,winter_oats,,winter_wheat,,winter_wheat,,winter_beans,,,,Common wheat/bread wheat; Heritage wheat,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,,,Yes,,,,,Every three years,Yes,,,No,No tillagae,,,,,,,,,,,,,,,
1_demultiplex.bc1005--bc1112.hifi_reads,A12,1,sample,4LQ.02,4LQ.02.11,51.22593,1.22016,20,8,2024,01/01/2024,20/08/2024,232,winter_wheat,,winter_oats,,winter_wheat,,winter_wheat,,winter_beans,,,,Common wheat/bread wheat; Heritage wheat,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,,,Yes,,,,,Every three years,Yes,,,No,No tillagae,,,,,,,,,,,,,,,
1_demultiplex.bc1007--bc1076.hifi_reads,B1,1,sample,2AY.01,2AY.01.12,53.17379,-0.37644,7,8,2024,01/01/2024,07/08/2024,219,group_1,,oats,vetch,2nd_wheat,,group_1,,OSR,,,,Crusoe; skyscraper; crusoe,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
1_demultiplex.bc1007--bc1082.hifi_reads,B2,1,sample,2AY.01,2AY.01.20,53.17379,-0.37644,7,8,2024,01/01/2024,07/08/2024,219,group_1,,oats,vetch,2nd_wheat,,group_1,,OSR,,,,Crusoe; skyscraper; crusoe,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,,,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Minimum tillage,,,,,,,,,,,,,,,
1_demultiplex.bc1007--bc1083.hifi_reads,B3,1,sample,4QG.03,4QG.03.05,51.264389,-0.35525,28,8,2024,01/01/2024,28/08/2024,240,unknown,,unknown,,unknown,,unknown,,unknown,,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,,,,unknown,,unknown,unknown,unknown,unknown,unknown,,,,,,,,,,,,,,,
1_demultiplex.bc1007--bc1089.hifi_reads,B4,1,sample,4QG.03,4QG.03.13,51.264389,-0.35525,28,8,2024,01/01/2024,28/08/2024,240,unknown,,unknown,,unknown,,unknown,,unknown,,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,,,,unknown,,unknown,unknown,unknown,unknown,unknown,,,,,,,,,,,,,,,
1_demultiplex.bc1007--bc1096.hifi_reads,B5,1,farmer_kit,FK.4QG,FK.4QG.3 21,51.264389,-0.35525,28,8,2024,01/01/2024,28/08/2024,240,unknown,,unknown,,unknown,,unknown,,unknown,,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,,,,unknown,,unknown,unknown,unknown,unknown,unknown,,,,,,,,,,,,,,,
1_demultiplex.bc1007--bc1098.hifi_reads,B6,1,sample,4QG.02,4QG.02.08,51.260778,-0.35475,28,8,2024,01/01/2024,28/08/2024,240,unknown,,unknown,,unknown,,unknown,,unknown,,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,,,,unknown,,unknown,unknown,unknown,unknown,unknown,,,,,,,,,,,,,,,
1_demultiplex.bc1007--bc1100.hifi_reads,B7,1,sample,4QG.02,4QG.02.16,51.260778,-0.35475,28,8,2024,01/01/2024,28/08/2024,240,unknown,,unknown,,unknown,,unknown,,unknown,,,,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,unknown,unknown,,,,unknown,,unknown,unknown,unknown,unknown,unknown,,,,,,,,,,,,,,,
1_demultiplex.bc1007--bc1101.hifi_reads,B8,1,sample,9HF.01,9HF.01.01,51.546639,-1.275528,26,9,2024,01/01/2024,26/09/2024,269,group_2_2nd ,,seed_wheat,,OSR,,group_3 ,,Poppy,,,,,No,N/A,not_seen,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,Per crop requirements,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Primary tilling,,,,,,,,,,,,,,,
1_demultiplex.bc1007--bc1105.hifi_reads,B9,1,sample,9HF.01,9HF.01.09,51.546639,-1.275528,26,9,2024,01/01/2024,26/09/2024,269,group_2_2nd ,,seed_wheat,,OSR,,group_3 ,,Poppy,,,,,No,N/A,not_seen,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,Per crop requirements,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Primary tilling,,,,,,,,,,,,,,,
1_demultiplex.bc1007--bc1107.hifi_reads,B10,1,sample,9HF.01,9HF.01.17,51.546639,-1.275528,26,9,2024,01/01/2024,26/09/2024,269,group_2_2nd ,,seed_wheat,,OSR,,group_3 ,,Poppy,,,,,No,N/A,not_seen,Yes,Yes,Yes,No,Yes,No,No,No,Yes,,Per crop requirements,Yes,,,,Yes,,Yes,Yes,Yes,Yes,Primary tilling,,,,,,,,,,,,,,,
1_demultiplex.bc1007--bc1110.hifi_reads,B11,1,sample,4LQ.02,4LQ.02.04,51.22593,1.22016,20,8,2024,01/01/2024,20/08/2024,232,winter_wheat,,winter_oats,,winter_wheat,,winter_wheat,,winter_beans,,,,Common wheat/bread wheat; Heritage wheat,No,N/A,not_seen,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,,,Yes,,,,,Every three years,Yes,,,No,No tillagae,,,,,,,,,,,,,,,
